session_id has_booking
4175939893794521966 0
9175174925268392332 0
5361965966177226983 0
7996347049132178025 0
6061498713259551906 0
517603758164921943 0
2495268472746631452 0
3462607902786480031 0
8327507071219915101 0
7317759385154836928 0
2313169575834265532 0
7470066518691495018 0
3330192389687130104 0
1482731539706842955 1
2685930106552404957 1
3423126778590994598 1
4864349213919027315 1
9196170310585701864 1
4872057185347022978 0
7855977859002825642 0
4742379468439071023 0
4055102439704430107 0
2943225145538990677 0
3430315759039513095 0
5022184548728791874 0
7557133048833812963 0
7601387817235209236 0
1940393080633281570 0
5937629697015042368 0
8112603983753441880 0
1541323298830909850 0
7790429858556599637 0
5808154450536165092 0
2750584099022272847 0
452580423092717602 0
7008923196265322111 0
4578256042677435969 0
8158139199259104024 0
4415392023821461953 0
4807028583745285920 0
8445878893119496174 0
322809098320252171 0
6701710865180713475 0
2603593647042584317 0
8177672667120877970 0
3897912137583193560 0
2948850812709792198 0
262536489446136579 0
6279779002320294786 0
2605065645194090161 0
1967883732792346422 0
7813376605027793279 0
462345981694531571 0
6903398315807979841 0
2485057421134419081 0
4061049490873284061 0
170786615678590472 0
7854969222413806736 0
2158164896344669935 0
2032302198206800380 0
7713229387795554446 0
1677484559708735459 0
3630167890228977679 0
48444076839657709 0
5314922581682871958 0
6437083093429163337 0
8994965544912334953 0
7700450913533889384 0
7560330344191980400 0
3766163351454189339 0
4946885794586234702 0
1685270147574637210 0
888215947468494271 0
2153423408071442950 0
3886863842350086954 0
2483920307457425011 0
745268202118828551 0
9216050468728725661 0
8462973647213736767 0
8067722850336549361 0
5628753054441224256 0
6121907468611062527 0
5428572115373206342 0
606548069386247395 0
8377594104514221482 0
9182834556986130516 0
9010484263013270692 0
4492111068515957901 0
4871390391126064276 0
8165948964750198353 0
2592853941872743931 0
5892332041062639134 0
7764117374432206581 0
5323044893498114846 1
22960823637468594 0
8243268353446832161 0
8056347159840508664 0
801794966126734128 0
6130698753299983206 0
3716276210160457890 0
509546701875263979 0
6170450376636969926 0
7322628188275786043 0
7903433683049022299 0
6555646454510920892 0
9189101783997888490 0
3091967241224892497 0
5663444635270303284 0
226475825807862875 0
495660456535946386 0
1049655981121170582 0
1818924362296977150 0
6054077273242490938 0
5325286740022728628 0
9020455126808984827 0
258526169976863726 0
2185667485198763051 0
2554092087916612578 0
3334159896029461214 0
2322495316716203298 0
768588495798714485 0
2841987485903122597 0
170111211755568783 0
1640788328152230911 0
5756417816988205922 0
6749291810254860580 0
8443206844927275028 0
7623735837181027495 0
3226580130999542998 0
6904926698002809065 0
2576948671878112552 0
7572532334668287394 0
2349083956163304317 0
8581160980416330087 0
5918279317426216724 0
2333930478392976337 0
8390278940718374939 0
8072281478493718088 0
5973705482770246886 0
4205494361435133011 0
3664291561756524761 0
2789748881917809387 0
6699975871193490299 0
4064801918708204525 0
1889185841841026355 0
9217105243323242659 0
2908479107588100043 0
8074994479256320405 0
2183467075364789618 0
2088219660407800960 0
4844842774636513763 0
3358248139868109666 0
3924738839123759841 0
4644880662579339213 0
5858199565620319370 0
241604724321810626 0
723657874076287014 0
8032993403639312464 0
4466939621961713046 0
1846338954101249956 0
2757102930160480471 0
481604823256406131 0
1922264686338186446 0
6569975795862692702 0
4030072589009166042 0
2753114887860206977 0
8106756305644382632 0
364062284572944663 0
325429760739758553 0
3268313308730170383 0
3988674069746248782 0
5070870486771043145 0
2341467432510510480 0
7311150006533308605 0
3728604350170713380 1
7109946345102287444 0
8902638351354651599 0
4022022263053265736 0
7307596658797211907 0
5451483270566072370 0
5593355219837593790 0
224315212561214408 0
1189794888556909111 0
1584385955406007520 0
2400780761097714183 0
4545077560430744957 0
4977042863772941522 0
7556563238293743626 0
6280111494816970210 0
3793921976106792773 0
1709567746027580041 0
7949768511303781869 0
8737289674311126702 0
8260115750747513976 0
5047080673046699097 0
8135160902690998404 0
6157197886844944742 0
498522295016349302 0
7004611644059524589 0
7135203618198543627 0
4117275436591795451 0
7338985050995518415 0
7194273422804573667 0
8970255170521615887 0
3035950203300967091 0
6652990364914388448 0
2652876572469401992 0
7338209379332480914 0
70307072714714986 0
5140830702072067873 0
6746911683260513233 0
485720915824587685 0
1901717101116267681 0
1205463105605455179 0
3665905175231969141 0
5349421711449179793 0
5547131522672019332 0
3601956845260773795 0
1954398114010913850 0
6271323644630458205 0
2269130013354100648 0
5619383704453122293 0
9191779536598120571 0
499752294371357510 0
6006514686202822186 0
1380756685865029542 0
6645483182436931321 0
7339105970206874105 0
4774598788629315187 0
9026237923139736655 0
2339571913777488464 0
4558199268872159642 0
3523796501810206929 0
5858290351072493863 0
7421866301684604491 0
8944371043445854625 0
4641286235995298440 0
9134462141277775190 0
4405515511459733953 0
5094494374145792482 0
5199897730607254524 0
5348367493299596130 0
5560951351581576173 0
402742723168116311 0
649071190324984689 0
416079009357666311 0
2927790441135866241 0
3180323307295278956 0
6539833725991907057 0
9129769756375210143 0
3144871392143013798 0
7402032358913589929 0
4631098080527453243 0
4148335297922893071 0
4060590908498301229 0
4008426414703860546 0
4212851884432808952 0
5120295482057871035 0
2601821201682390648 0
4359522960603390746 0
5754018423123598037 0
271303970488889110 0
4373520326071244915 0
6449839957987820228 0
7478044876462589732 0
3417084467245125333 0
1323191229669891194 0
884641828859426030 0
2786551185978090674 0
1819389437813745188 0
7230084936713703492 0
7789788699351205301 0
3691991550759776772 0
9161866826157472423 0
928406725949029177 0
2263214445649689647 0
3496340547223899441 0
2154875457620950224 0
4446109687825360828 0
7848607589563839286 0
6033881828061384898 0
1867262756271860214 0
8323907786116014318 0
3388805439812304675 0
8273805389315477993 0
6953828107413563527 0
7426976576574009718 0
2074433682091547848 0
4891999515152823744 0
1293926196217649722 0
6601020612422645240 0
5996410416543666244 0
2954929893110924298 0
5111875939853905708 0
3958673722527240257 0
8568724522607297086 0
6414862188184043479 0
8626318438018796726 0
5638839616309135840 0
3309073763684820763 0
7835598084227545105 0
408696572991057346 0
6568100571047030190 0
549159619946086612 0
7442716087482698023 0
4273829959189856016 0
4748520753860195176 0
7992539510785752080 0
3044176173864576984 0
3106441475491734258 0
1422301970171484638 0
7945059373696218246 0
2954410042124534683 0
4862900993027727807 0
998351078527046746 0
5109717334725198082 0
1265258757190431218 0
7795718535448485818 0
9042891663940287340 0
562674821569351149 0
1551726891248152795 0
3778608385905760153 0
3561311420568315299 0
7170645689065844719 0
2526445904293905152 0
5103215457465323396 0
1068227414665556286 0
2201578517427379615 0
3933184621620791094 0
6104435882786898053 0
5954123117933761509 0
58275147935494373 1
4008403077555865081 0
5587736737051715303 0
6343737810445656031 0
659475878689540594 0
5031830303055956809 0
388001278057414203 0
6701264282359758297 0
6892731247333867580 0
1243848056890061257 0
1830175074104274555 0
5281776483686461073 0
8630158607352907583 0
2080935201422170869 0
6368750689702877385 0
7929653298667980891 0
6268182838340473558 0
6501015175783754321 0
3397499603268424641 0
8542996603838314951 0
111430016855120125 0
6804742585597649210 0
5575891929043221357 0
9082420177814797176 0
2283071920268777190 0
4260565854983053281 0
1397154906552547112 0
6240264403789122554 0
7261654582718040525 0
5502623459507305620 0
3398386309080699439 0
2055093664210946997 0
2783008455503513532 0
2043588467725027929 0
1475684894199539917 0
2795194047982626090 0
473056195756478598 0
2331266320105789803 0
4932987142515802043 0
2876340881061924175 0
3101289333369390650 0
4325346737514613980 0
4443087208880028264 0
4759294074541860382 0
4570399252661329918 0
2333227791532200043 0
573177345266131574 0
7652738685712608165 0
3999919710074211782 0
6542497124827934092 0
6228457584836383591 0
6205235192955047896 0
7788270851145189125 0
6930419271437927840 0
60564131662077576 0
492873696640017736 0
2999462040381397328 0
8838089217688807077 0
2781101857110403087 0
5296575510987587193 0
6189590102779049850 0
2733533777598896754 0
2001326643649352137 0
3912720216985320052 0
605121316333282295 0
1079893726245556959 0
7216574734262445002 0
4512749684719260495 0
8729013818549115726 0
709568507889537386 0
3503284975745411343 0
6184649933047185035 0
1276164019636735336 0
8929804433238754417 0
5564534809491925950 0
5031337831106829151 0
6777613182329619907 0
413617262431397464 0
24861121489981185 0
1977930020639510929 0
3915188728032429933 0
8094813397133573012 0
140940836956339146 0
196773856733333396 0
1094144361625050668 0
2908880287012141864 0
6752853081114435163 0
7690073305773546017 0
8021130172916242157 0
8007023464362303622 0
4757553765232201291 0
482422289819394670 0
3361102102139641190 0
3234980626734912938 0
2381671499097467745 0
8232677301894508725 0
3685211147859972384 0
842025390192478055 0
5198796169015699640 0
8043097271310793580 0
6112082026499865136 0
8864350834748295187 0
6674999849074042577 0
1276961167345215471 0
697228262575526150 0
1675755493582097223 0
6004260781096285190 0
3610371582586331267 0
5660378142031597492 0
9047008983623937000 0
1595581653539411187 0
8216986647048247933 0
7076248980102676726 0
3319430156822639291 0
7072825838220418384 0
8388076456580268536 0
8647361784778593932 0
361891210304441592 0
3329246777006217344 0
3649067580986841460 0
7180464676631532447 0
685985671990505050 0
4693913676475420742 0
6649458248157975340 0
5454754667276448895 0
7535496956984602688 0
11319349858791446 0
3579750392670849198 0
4909958195267595100 0
6933079491617210269 0
5724502696926997469 0
4703429308525996862 0
2724003838244187400 0
3112264114050782513 0
799692431485996698 0
3104842325864515005 0
870161267779180418 0
2011886357236886256 0
4898540233230866601 0
6413688968896538176 0
8013874388443686098 0
8045955956205431513 0
5814652117793309706 0
4334659627439165273 0
503494627183302797 0
1656812274456797594 0
2934539573609345452 0
4900950325461321838 0
6148099912164786939 0
8417883757012820746 1
1893599676092141406 0
6528420831101280899 0
538829763519065151 0
6768486752762057639 0
4983391223119445856 0
6202815852857035606 0
3389760169798690907 0
1390036736549445197 0
5165458563289554239 1
7578566550997171286 0
5962745932430709415 0
2433405155106790022 0
8029697652423366437 1
7747290749722266991 0
286613201452160514 0
5990810810201037411 0
6457327957265340986 0
178212794849534437 0
212860199731127013 0
2614414550656230119 0
2566493507587541247 0
8800607450876002063 0
3867516441898316448 0
3574504644914314607 0
5904924074860705151 0
1103462848328657956 0
6324540200122894316 0
4677222440628114046 0
878886148746249982 0
5382108678698618286 0
3509862417165459249 0
5849971346429678662 0
6480475373445257870 0
7408068131697510516 0
6583139301758083683 0
9053359880352343511 0
390347911246787712 0
1719991784977970932 0
8928178862409087674 0
2815910265617191475 0
2854045653317115641 0
8396203735447044801 0
4192900025284903202 0
4380570700783738208 0
1393570718594172497 0
4977207913017253858 0
7188835946866301326 0
3491141738845238329 0
4177008271711664666 0
7641892326106343866 0
1546960364314242880 0
7747588176203286508 0
179858860862626880 0
2708637209332599277 0
6252312101343807699 0
7247985496847949425 0
8250873350573903887 0
2784869100725066562 0
1267077682450917036 0
1219660445964965785 0
1293057109304219952 0
284873797215685609 0
7387809222134593294 0
640674582321644462 0
7565035808941240679 0
3335832806982262466 0
7836141791090791007 0
1384788585165086030 0
9120124076228512742 0
5373616473709423937 0
342304204018903903 0
6046682945003000236 0
271228706891698117 0
2592065762367338534 0
1228887857340084231 0
5007017770330226809 0
8390604196755413514 0
373023388968491788 0
5782341474080780768 0
7727240868873348081 0
4289306080648015085 0
7709999040954941141 0
1084175956804150999 0
6718171895578805165 0
3518387306982786471 0
3731064381708476132 0
451033561512507325 0
6322942081246398043 0
1301762164037692258 0
5830581538338613883 0
4043605520134107653 0
3711151797725374398 0
438380072407080861 0
1469965579788554249 0
1648244061984733178 0
8686723476096178160 0
1165703038540616627 0
2550887301437579101 0
1095671377997863236 0
2674113140715739594 0
8360379496592332784 0
8985420151569330530 0
1933635613487097947 0
8208248786471872881 0
5959484270013800570 0
2998647426222008787 0
2636859716251178169 0
8618732262326040078 0
3950713725577527663 0
7942920449521670404 0
579526439993436980 0
6965447940320128961 0
6927350726657461234 0
3601113772060844219 0
4695355129657056115 0
1575144242546141884 0
4442359728281174863 0
3623494455603724032 0
5799348102390670243 0
8395985782739423337 0
7792468110139505655 0
3443117438665217243 0
837430024950282001 0
6710773254787748862 0
7112332192795479259 0
2492695697402171260 0
1537503878096024360 0
4042710816657741350 0
5906942481253588620 0
3109890550978042000 0
2040139320409807365 0
7004448552430251641 0
1231826644948360967 0
2926537624012604207 0
4160562724626084562 0
3214833657083433358 0
3965699113960012433 0
6362033871795464238 0
507022859531738712 0
4099428291116767144 0
2333433412688405465 0
4835732315994590743 0
8174701961443334275 0
907423754999414715 0
5100443707313546428 0
6216677069952240231 0
2055940693614923618 0
4064790067177032889 0
6613080305747242179 0
2536852197019758696 0
4942980470709208054 0
7433989854055716073 0
6012896551862591757 0
2754176183346531884 0
7786535177885161407 0
161082246523517975 0
7036039001562775991 0
8156519006903737438 0
388361107127957252 0
830209559575094909 0
1652815071244895895 0
7105880917116966866 0
8938132282080314295 0
638418518284715346 0
5137175505987635317 0
8976477471498893920 0
475280008244612195 0
7458234742195299644 0
8776817202063313185 0
1005925396835448344 0
78004527375197763 0
5138954893829456283 0
1465619703086844536 0
1296505504147513865 0
6977266180050826335 0
1830644299845003165 0
2798294428218940582 0
7017580197698329075 0
3421866806481835987 0
3138978379713459083 0
1902423380894316401 0
929008266528738345 0
7322657637259330443 0
5351163875405873782 0
8743767187145570016 0
3180530732030292679 0
6644650324204296267 0
4083562881339158751 0
6951704796671604143 0
4776311923410628685 0
8552445462539980792 0
25718711486554697 0
1222222835288530781 0
8387080111093270095 0
3083875520197502065 0
6315672752798066880 0
2443164036292277886 0
8127927735078270312 0
8865820629088940753 0
3479441891098036302 0
1863546637309833783 0
1927560797744254631 0
7349372629686165798 0
2654821488400018700 0
6375652331394923373 0
1113433340794767884 0
7046289419942155823 0
8109256130254785007 0
5862561228009502356 0
3366048856695660301 0
3366973758433287713 0
5292060268786801975 1
1369419768560488029 0
4556192481797353891 0
7431773244697675607 0
6561705786812716489 0
5878106683227649541 0
1318835744009878454 0
5126822519902331924 0
7421297971305587891 0
8451055737450066476 0
1125260905616869939 0
1980160485435468235 0
5295353232872707112 0
8266436000206077409 0
2745303570411039750 0
7645232342423991031 0
2424873311123661424 0
6595206262800666768 0
7418215408310199396 0
4499068922183569053 0
4876036400342435306 0
5433551298883866007 0
2277356847156229028 0
1178742963787086154 0
1978430014994921943 1
5726692387619013601 0
1935612235812069038 0
7412099400965612001 0
3392196666971394658 0
197967501717081024 0
1358306977459528616 0
1231577249671987108 0
2260529800346752494 0
3734328928945057483 0
3999585768377433125 0
4684390448608695168 0
6250385731914355410 0
7791860710272849840 0
1824992896046100670 0
7728693522712749020 0
8019686917161057333 0
3997274560909838664 0
8986386219762249672 0
3059027660210087321 0
6846394230835495117 0
8338897107940318186 0
9070568667185242242 0
2310625898113382086 0
5717881221597682015 0
3925966051023595893 0
3460176123894334773 0
5447947677471055714 0
7981991698118079853 0
1080921154279512200 0
6698228316888359970 0
8988486705659863393 0
2344193071441211527 0
6633581870063754982 0
1730941484138771339 0
7078184010042197798 0
4278583990531290495 0
1292038529168030377 0
8415650063950755239 0
8454690997943628250 0
1860292046550477405 0
8346391738388984208 0
6509907148503630066 0
1827487618861129512 0
3299678297575584642 0
7666305721572018208 0
4893329616300249748 0
3685919954204764280 0
9096346372651368184 0
5621883349450136585 0
4201958075315956843 0
609594353658358315 0
654122266133820758 0
6177073338914491918 0
7426107533288346064 0
8457568187265765999 0
8745164166340959999 0
8760501506076796329 0
202715918507167830 0
4426526827199800070 0
7675338283342139426 0
1107943299262834401 0
1285562345990230787 0
4747540833693373077 0
3178340948449565046 0
8174273009879769153 0
6224730500402749776 0
6571500304747215164 0
452016427848403048 0
7479344355710867311 0
6171058077727466469 0
7570212217595356844 0
3935164231994103797 0
1731374471104871719 0
249393396145960675 0
5430849133166201049 1
9190921724029546839 0
7997694152292377631 0
3952508921617347227 0
236953233509311927 0
1668451383847886310 0
3824620042443140999 0
2071639242829987319 0
3823415797933506353 0
4758926001437371372 0
2978731963876093339 0
1536559777008660959 0
1726581854866752345 0
4566615652145334113 0
709348860607672622 0
3013133200316842748 0
5155364664288288181 0
6302562977290688172 0
2136044027899831189 0
4459746019693964688 0
6791158425706324532 0
7162930036836074693 0
4591994283448815256 0
6198362681578449057 0
627211258341048899 0
2708960425882155272 0
6961219643976616468 0
1118940620498122379 0
5914237774303745677 0
6202945832983712964 0
1421628960818509112 0
7956956748409043084 0
3170621727052386187 0
830692261516692769 0
7013169495942285876 0
8862665421925181057 0
914001867060371553 0
4861704092130576605 0
2820575752412246769 0
536295937734758324 0
5705290335339198488 0
7345884000676930176 0
7864858352932144550 0
8544601889928105684 0
1145762212855077979 0
2287217988397179930 0
4846601840475557593 0
2779358048233153591 0
8951036519965616635 0
3150586411120289975 0
7728509996248136419 0
2949633905489699600 0
6892373254870650701 0
2324666002777961103 0
3781410495741708493 0
4771914371377210480 0
1679917962568341404 0
1062233141247278013 0
2229105446906814693 0
6966773281316696935 0
4858817812132775911 0
2628814929172236177 0
6457916275116263047 0
3959346649238308453 0
8105338533030284314 0
6915726825523099621 0
380240809461735500 0
4196775271791602489 0
3632492369494071142 0
5428240544437282220 0
3486895403332114593 0
107852145591637706 1
6300223666511411868 0
6714922104729132242 0
9219633656750468755 0
2068657561736158870 0
4446771320496546689 0
5152735960977716745 0
5352403974196810170 0
9200288401547932358 0
2748930357492919055 0
6225691668373374924 0
8948448486278183509 0
4661566420437466327 0
7868793550064524728 0
8792997994064980278 0
381544880910868455 0
6871350297532987020 0
2490011803197519887 0
7845752766547106062 0
2323252948639573547 0
7270127393885399603 0
3883859467077064924 0
2073021243182475510 0
4709964333005842781 0
